order_id,shipping_mode,shipping_date_dateorders,days_for_shipping_real,days_for_shipment_scheduled,delivery_status,late_delivery_risk
31985,Second Class,2016-04-17 21:25:00,6,2,Late delivery,1
39535,Second Class,2016-08-06 02:31:00,6,2,Late delivery,1
37176,Second Class,2016-06-28 16:03:00,2,2,Shipping on time,0
35095,Second Class,2016-06-02 06:59:00,6,2,Late delivery,1
35290,Second Class,2016-06-05 03:18:00,6,2,Late delivery,1
31320,Second Class,2016-04-08 04:26:00,6,2,Late delivery,1
35661,Second Class,2016-06-06 13:17:00,2,2,Shipping on time,0
40814,Second Class,2016-08-23 18:36:00,5,2,Late delivery,1
63895,Second Class,2017-07-27 16:54:00,6,2,Late delivery,1
59835,Second Class,2017-05-29 10:30:00,6,2,Late delivery,1
133,Second Class,2015-01-06 22:14:00,4,2,Late delivery,1
4455,Second Class,2015-03-13 00:26:00,6,2,Late delivery,1
4516,Second Class,2015-03-09 21:48:00,2,2,Shipping on time,0
22524,Second Class,2015-11-30 18:48:00,5,2,Late delivery,1
50930,Second Class,2017-01-19 10:41:00,6,2,Late delivery,1
33724,Second Class,2016-05-12 06:40:00,5,2,Late delivery,1
13124,Second Class,2015-07-16 13:34:00,5,2,Late delivery,1
16445,Second Class,2015-09-04 01:03:00,6,2,Late delivery,1
1723,Second Class,2015-01-30 03:17:00,4,2,Late delivery,1
51950,Second Class,2017-02-03 08:02:00,6,2,Late delivery,1
60545,Second Class,2017-06-08 19:15:00,6,2,Late delivery,1
28818,Second Class,2016-02-29 15:52:00,4,2,Late delivery,1
28851,Second Class,2016-02-28 03:26:00,2,2,Shipping on time,0
27874,Second Class,2016-02-16 21:09:00,5,2,Late delivery,1
37138,Second Class,2016-06-30 02:44:00,4,2,Late delivery,1
39118,Second Class,2016-07-29 00:25:00,4,2,Late delivery,1
46265,Second Class,2016-11-12 08:20:00,6,2,Late delivery,1
50782,Second Class,2017-01-14 06:50:00,3,2,Late delivery,1
16432,Second Class,2015-08-31 20:30:00,3,2,Late delivery,1
17345,Second Class,2015-09-17 04:22:00,6,2,Late delivery,1
6292,Second Class,2015-04-05 20:01:00,3,2,Late delivery,1
10168,Second Class,2015-06-02 09:57:00,4,2,Late delivery,1
41196,Second Class,2016-08-26 08:26:00,2,2,Shipping on time,0
68348,Second Class,2017-09-28 16:59:00,4,2,Late delivery,1
3348,Second Class,2015-02-22 20:36:00,4,2,Late delivery,1
49215,Second Class,2016-12-25 09:51:00,6,2,Late delivery,1
40464,Second Class,2016-08-18 15:59:00,5,2,Late delivery,1
34383,Second Class,2016-05-20 21:32:00,4,2,Late delivery,1
51155,Standard Class,2017-01-22 17:31:00,6,4,Late delivery,1
49882,Standard Class,2017-01-01 03:32:00,3,4,Advance shipping,0
50205,Standard Class,2017-01-08 20:41:00,6,4,Late delivery,1
42360,Standard Class,2016-09-16 08:14:00,6,4,Late delivery,1
42620,Standard Class,2016-09-20 03:20:00,6,4,Late delivery,1
48013,Standard Class,2016-12-05 20:44:00,4,4,Shipping on time,0
49266,Standard Class,2016-12-22 03:43:00,2,4,Advance shipping,0
42953,Standard Class,2016-09-22 23:59:00,4,4,Shipping on time,0
44163,Standard Class,2016-10-10 15:54:00,4,4,Shipping on time,0
49768,Standard Class,2016-12-31 11:35:00,4,4,Shipping on time,0
43245,Standard Class,2016-09-29 06:17:00,6,4,Late delivery,1
47595,Standard Class,2016-12-01 18:17:00,6,4,Late delivery,1
50518,Standard Class,2017-01-11 10:21:00,4,4,Shipping on time,0
43696,Standard Class,2016-10-01 20:18:00,2,4,Advance shipping,0
41856,Standard Class,2016-09-04 23:40:00,2,4,Advance shipping,0
46876,Standard Class,2016-11-17 06:24:00,2,4,Advance shipping,0
43590,Standard Class,2016-10-04 07:10:00,6,4,Late delivery,1
47605,Standard Class,2016-12-01 21:48:00,6,4,Late delivery,1
69496,Standard Class,2017-10-13 11:11:00,2,4,Advance shipping,0
70745,Standard Class,2017-11-04 16:46:00,6,4,Late delivery,1
70743,Standard Class,2017-11-02 16:04:00,4,4,Shipping on time,0
69669,Standard Class,2017-10-18 23:48:00,5,4,Late delivery,1
69561,Standard Class,2017-10-14 09:57:00,2,4,Advance shipping,0
64447,Standard Class,2017-08-01 18:18:00,3,4,Advance shipping,0
45049,Standard Class,2016-10-24 14:19:00,5,4,Late delivery,1
18716,Standard Class,2015-10-03 04:41:00,2,4,Advance shipping,0
42523,Standard Class,2016-09-16 17:21:00,4,4,Shipping on time,0
64492,Standard Class,2017-08-02 10:04:00,3,4,Advance shipping,0
14233,Standard Class,2015-07-31 18:06:00,4,4,Shipping on time,0
10728,Standard Class,2015-06-10 14:08:00,4,4,Shipping on time,0
62813,Standard Class,2017-07-09 21:50:00,4,4,Shipping on time,0
48229,Standard Class,2016-12-10 00:25:00,5,4,Late delivery,1
70090,Standard Class,2017-10-26 03:17:00,6,4,Late delivery,1
62466,Standard Class,2017-07-02 20:16:00,2,4,Advance shipping,0
70161,Standard Class,2017-10-23 04:10:00,2,4,Advance shipping,0
11534,Standard Class,2015-06-23 08:31:00,5,4,Late delivery,1
67576,Standard Class,2017-09-15 10:31:00,2,4,Advance shipping,0
11182,Standard Class,2015-06-16 05:12:00,3,4,Advance shipping,0
70430,Standard Class,2017-10-31 02:24:00,6,4,Late delivery,1
68228,Standard Class,2017-09-26 22:57:00,4,4,Shipping on time,0
18567,Standard Class,2015-10-02 00:29:00,3,4,Advance shipping,0
14300,Standard Class,2015-08-03 17:34:00,6,4,Late delivery,1
67365,Standard Class,2017-09-16 08:36:00,6,4,Late delivery,1
67765,Standard Class,2017-09-22 04:44:00,6,4,Late delivery,1
62444,Standard Class,2017-07-05 12:33:00,5,4,Late delivery,1
70118,Standard Class,2017-10-24 13:06:00,4,4,Shipping on time,0
62295,Standard Class,2017-07-04 08:21:00,6,4,Late delivery,1
19498,Standard Class,2015-10-16 14:40:00,4,4,Shipping on time,0
62724,Standard Class,2017-07-09 14:39:00,5,4,Late delivery,1
19631,Standard Class,2015-10-16 13:15:00,2,4,Advance shipping,0
14489,Standard Class,2015-08-05 11:47:00,5,4,Late delivery,1
10934,Standard Class,2015-06-14 14:19:00,5,4,Late delivery,1
67561,Standard Class,2017-09-15 05:16:00,2,4,Advance shipping,0
18627,Standard Class,2015-10-02 21:31:00,3,4,Advance shipping,0
10422,Standard Class,2015-06-05 02:56:00,3,4,Advance shipping,0
67885,Standard Class,2017-09-23 22:47:00,6,4,Late delivery,1
71346,Standard Class,2017-11-09 11:19:00,2,4,Advance shipping,0
14173,Standard Class,2015-07-30 21:04:00,4,4,Shipping on time,0
65542,Standard Class,2017-08-17 17:55:00,3,4,Advance shipping,0
68469,Standard Class,2017-10-01 11:23:00,5,4,Late delivery,1
14099,Standard Class,2015-07-30 19:09:00,5,4,Late delivery,1
13824,Standard Class,2015-07-26 18:48:00,5,4,Late delivery,1
14083,Standard Class,2015-07-29 13:33:00,4,4,Shipping on time,0
67578,Standard Class,2017-09-17 11:13:00,4,4,Shipping on time,0
68064,Standard Class,2017-09-25 13:30:00,5,4,Late delivery,1
17370,Standard Class,2015-09-17 13:08:00,6,4,Late delivery,1
50373,Standard Class,2017-01-09 07:33:00,4,4,Shipping on time,0
17575,Standard Class,2015-09-20 12:57:00,6,4,Late delivery,1
17853,Standard Class,2015-09-22 14:21:00,4,4,Shipping on time,0
18556,Standard Class,2015-09-30 20:38:00,2,4,Advance shipping,0
68021,Standard Class,2017-09-21 22:26:00,2,4,Advance shipping,0
17990,Standard Class,2015-09-26 14:20:00,6,4,Late delivery,1
61653,Standard Class,2017-06-22 23:26:00,4,4,Shipping on time,0
10774,Standard Class,2015-06-12 06:15:00,5,4,Late delivery,1
66974,Standard Class,2017-09-09 15:37:00,5,4,Late delivery,1
49478,Standard Class,2016-12-27 05:59:00,4,4,Shipping on time,0
18606,Standard Class,2015-10-01 14:09:00,2,4,Advance shipping,0
17747,Standard Class,2015-09-20 01:12:00,3,4,Advance shipping,0
20268,Standard Class,2015-10-27 20:25:00,4,4,Shipping on time,0
15085,Standard Class,2015-08-15 04:35:00,6,4,Late delivery,1
13472,Standard Class,2015-07-19 15:29:00,3,4,Advance shipping,0
69127,Standard Class,2017-10-09 01:55:00,3,4,Advance shipping,0
68972,Standard Class,2017-10-06 19:36:00,3,4,Advance shipping,0
69313,Standard Class,2017-10-12 19:04:00,4,4,Shipping on time,0
71425,Standard Class,2017-11-14 15:00:00,6,4,Late delivery,1
69325,Standard Class,2017-10-14 23:17:00,6,4,Late delivery,1
71505,Standard Class,2017-11-15 19:02:00,6,4,Late delivery,1
71501,Standard Class,2017-11-11 17:38:00,2,4,Advance shipping,0
1210,Standard Class,2015-01-24 15:34:00,6,4,Late delivery,1
577,Standard Class,2015-01-12 09:47:00,3,4,Advance shipping,0
5449,Standard Class,2015-03-26 12:40:00,5,4,Late delivery,1
4214,Standard Class,2015-03-08 12:00:00,5,4,Late delivery,1
2563,Standard Class,2015-02-11 09:34:00,4,4,Shipping on time,0
1691,Standard Class,2015-01-27 16:04:00,2,4,Advance shipping,0
10228,Standard Class,2015-06-03 06:58:00,4,4,Shipping on time,0
56900,Standard Class,2017-04-16 14:15:00,6,4,Late delivery,1
55588,Standard Class,2017-03-26 10:36:00,4,4,Shipping on time,0
59876,Standard Class,2017-05-26 00:52:00,2,4,Advance shipping,0
3890,Standard Class,2015-03-04 18:29:00,6,4,Late delivery,1
51767,Standard Class,2017-01-28 15:56:00,3,4,Advance shipping,0
2197,Standard Class,2015-02-05 01:21:00,3,4,Advance shipping,0
2647,Standard Class,2015-02-11 15:00:00,3,4,Advance shipping,0
52537,Standard Class,2017-02-08 21:42:00,3,4,Advance shipping,0
2339,Standard Class,2015-02-09 03:06:00,5,4,Late delivery,1
61448,Standard Class,2017-06-19 23:37:00,4,4,Shipping on time,0
5454,Standard Class,2015-03-26 14:25:00,5,4,Late delivery,1
55394,Standard Class,2017-03-24 14:38:00,5,4,Late delivery,1
9473,Standard Class,2015-05-23 06:27:00,4,4,Shipping on time,0
4491,Standard Class,2015-03-09 13:02:00,2,4,Advance shipping,0
2724,Standard Class,2015-02-14 17:59:00,5,4,Late delivery,1
58446,Standard Class,2017-05-05 03:53:00,2,4,Advance shipping,0
6477,Standard Class,2015-04-08 12:49:00,3,4,Advance shipping,0
61161,Standard Class,2017-06-13 19:04:00,2,4,Advance shipping,0
4405,Standard Class,2015-03-12 06:55:00,6,4,Late delivery,1
61155,Standard Class,2017-06-17 16:58:00,6,4,Late delivery,1
6472,Standard Class,2015-04-08 11:04:00,3,4,Advance shipping,0
51844,Standard Class,2017-01-31 18:54:00,5,4,Late delivery,1
57454,Standard Class,2017-04-23 16:20:00,5,4,Late delivery,1
60108,Standard Class,2017-05-31 10:09:00,4,4,Shipping on time,0
9880,Standard Class,2015-05-31 05:03:00,6,4,Late delivery,1
7199,Standard Class,2015-04-21 01:46:00,5,4,Late delivery,1
61325,Standard Class,2017-06-20 04:31:00,6,4,Late delivery,1
2412,Standard Class,2015-02-08 04:40:00,3,4,Advance shipping,0
8912,Standard Class,2015-05-14 01:55:00,3,4,Advance shipping,0
56247,Standard Class,2017-04-04 01:28:00,3,4,Advance shipping,0
8474,Standard Class,2015-05-09 16:28:00,5,4,Late delivery,1
58942,Standard Class,2017-05-13 09:39:00,3,4,Advance shipping,0
7373,Standard Class,2015-04-22 14:44:00,4,4,Shipping on time,0
51584,Standard Class,2017-01-27 23:49:00,5,4,Late delivery,1
7996,Standard Class,2015-04-29 17:00:00,2,4,Advance shipping,0
6142,Standard Class,2015-04-03 15:27:00,3,4,Advance shipping,0
5206,Standard Class,2015-03-19 23:32:00,2,4,Advance shipping,0
56273,Standard Class,2017-04-05 10:35:00,4,4,Shipping on time,0
60039,Standard Class,2017-05-31 09:59:00,5,4,Late delivery,1
59306,Standard Class,2017-05-17 17:10:00,2,4,Advance shipping,0
52991,Standard Class,2017-02-14 12:45:00,2,4,Advance shipping,0
52034,Standard Class,2017-02-03 13:28:00,5,4,Late delivery,1
58693,Standard Class,2017-05-10 18:25:00,4,4,Shipping on time,0
4518,Standard Class,2015-03-11 22:30:00,4,4,Shipping on time,0
1548,Standard Class,2015-01-27 13:58:00,4,4,Shipping on time,0
472,Standard Class,2015-01-10 21:00:00,3,4,Advance shipping,0
53276,Standard Class,2017-02-18 16:36:00,2,4,Advance shipping,0
1418,Standard Class,2015-01-25 16:26:00,4,4,Shipping on time,0
5930,Standard Class,2015-04-03 13:11:00,6,4,Late delivery,1
54206,Standard Class,2017-03-04 06:25:00,2,4,Advance shipping,0
3597,Standard Class,2015-02-25 11:50:00,3,4,Advance shipping,0
55164,Standard Class,2017-03-21 06:03:00,5,4,Late delivery,1
54483,Standard Class,2017-03-10 07:28:00,4,4,Shipping on time,0
2104,Standard Class,2015-02-05 16:46:00,5,4,Late delivery,1
61412,Standard Class,2017-06-18 11:00:00,3,4,Advance shipping,0
9831,Standard Class,2015-05-26 11:53:00,2,4,Advance shipping,0
54985,Standard Class,2017-03-19 15:20:00,6,4,Late delivery,1
3419,Standard Class,2015-02-24 21:28:00,5,4,Late delivery,1
3308,Standard Class,2015-02-22 06:35:00,4,4,Shipping on time,0
52023,Standard Class,2017-02-02 09:37:00,4,4,Shipping on time,0
56988,Standard Class,2017-04-15 21:05:00,4,4,Shipping on time,0
52857,Standard Class,2017-02-13 13:48:00,3,4,Advance shipping,0
1754,Standard Class,2015-01-31 14:09:00,5,4,Late delivery,1
74636,Standard Class,2017-12-27 11:57:00,2,4,Advance shipping,0
74705,Standard Class,2018-01-01 12:08:00,6,4,Late delivery,1
72300,Standard Class,2017-11-27 09:33:00,6,4,Late delivery,1
24991,Standard Class,2016-01-02 19:06:00,2,4,Advance shipping,0
48106,Standard Class,2016-12-05 05:19:00,2,4,Advance shipping,0
41515,Standard Class,2016-09-04 00:12:00,6,4,Late delivery,1
46350,Standard Class,2016-11-13 14:07:00,6,4,Late delivery,1
22265,Standard Class,2015-11-28 00:04:00,6,4,Late delivery,1
27648,Standard Class,2016-02-12 13:58:00,4,4,Shipping on time,0
22071,Standard Class,2015-11-21 04:06:00,2,4,Advance shipping,0
21386,Standard Class,2015-11-11 04:07:00,2,4,Advance shipping,0
22435,Standard Class,2015-11-30 11:37:00,6,4,Late delivery,1
74150,Standard Class,2017-12-24 09:41:00,6,4,Late delivery,1
74783,Standard Class,2017-12-31 15:27:00,4,4,Shipping on time,0
31021,Standard Class,2016-03-30 19:41:00,2,4,Advance shipping,0
46086,Standard Class,2016-11-05 17:37:00,2,4,Advance shipping,0
25437,Standard Class,2016-01-10 07:21:00,3,4,Advance shipping,0
77068,Standard Class,2018-02-03 00:00:00,4,4,Shipping on time,0
24816,Standard Class,2015-12-31 05:47:00,2,4,Advance shipping,0
74181,Standard Class,2017-12-20 20:33:00,2,4,Advance shipping,0
72427,Standard Class,2017-11-26 06:03:00,3,4,Advance shipping,0
23816,Standard Class,2015-12-16 15:27:00,2,4,Advance shipping,0
23946,Standard Class,2015-12-18 13:00:00,2,4,Advance shipping,0
49004,Standard Class,2016-12-21 07:56:00,5,4,Late delivery,1
30922,Standard Class,2016-03-30 09:00:00,3,4,Advance shipping,0
23227,Standard Class,2015-12-09 01:06:00,3,4,Advance shipping,0
24803,Standard Class,2016-01-02 01:14:00,4,4,Shipping on time,0
27833,Standard Class,2016-02-15 06:47:00,4,4,Shipping on time,0
27345,Standard Class,2016-02-10 03:49:00,6,4,Late delivery,1
77186,Standard Class,2018-02-02 17:20:00,2,4,Advance shipping,0
47448,Standard Class,2016-11-27 14:47:00,4,4,Shipping on time,0
73868,Standard Class,2017-12-18 06:54:00,4,4,Shipping on time,0
25467,Standard Class,2016-01-10 17:52:00,3,4,Advance shipping,0
27331,Standard Class,2016-02-05 22:54:00,2,4,Advance shipping,0
24947,Standard Class,2016-01-03 03:41:00,3,4,Advance shipping,0
26842,Standard Class,2016-01-30 19:35:00,3,4,Advance shipping,0
24795,Standard Class,2016-01-03 22:26:00,6,4,Late delivery,1
26021,Standard Class,2016-01-17 19:57:00,2,4,Advance shipping,0
22210,Standard Class,2015-11-27 04:48:00,6,4,Late delivery,1
23170,Standard Class,2015-12-11 05:07:00,6,4,Late delivery,1
20461,Standard Class,2015-10-28 16:02:00,2,4,Advance shipping,0
25891,Standard Class,2016-01-15 22:25:00,2,4,Advance shipping,0
75096,Standard Class,2018-01-03 05:07:00,2,4,Advance shipping,0
24268,Standard Class,2015-12-25 05:48:00,4,4,Shipping on time,0
23882,Standard Class,2015-12-18 14:34:00,3,4,Advance shipping,0
41516,Standard Class,2016-08-31 00:33:00,2,4,Advance shipping,0
22599,Standard Class,2015-12-01 21:05:00,5,4,Late delivery,1
48044,Standard Class,2016-12-07 07:36:00,5,4,Late delivery,1
29288,Standard Class,2016-03-07 12:32:00,4,4,Shipping on time,0
26043,Standard Class,2016-01-20 03:40:00,4,4,Shipping on time,0
25858,Standard Class,2016-01-17 10:51:00,4,4,Shipping on time,0
21024,Standard Class,2015-11-08 21:17:00,5,4,Late delivery,1
41924,Standard Class,2016-09-08 23:29:00,5,4,Late delivery,1
22347,Standard Class,2015-11-26 04:47:00,3,4,Advance shipping,0
25251,Standard Class,2016-01-06 14:11:00,2,4,Advance shipping,0
23185,Standard Class,2015-12-11 10:23:00,6,4,Late delivery,1
20609,Standard Class,2015-11-02 19:54:00,5,4,Late delivery,1
76690,Standard Class,2018-01-30 11:34:00,6,4,Late delivery,1
74231,Standard Class,2017-12-21 14:04:00,2,4,Advance shipping,0
76672,Standard Class,2018-01-27 05:15:00,3,4,Advance shipping,0
76328,Standard Class,2018-01-23 04:44:00,4,4,Shipping on time,0
76686,Standard Class,2018-01-26 10:10:00,2,4,Advance shipping,0
72649,Standard Class,2017-12-01 11:49:00,5,4,Late delivery,1
76380,Standard Class,2018-01-25 22:57:00,6,4,Late delivery,1
76702,Standard Class,2018-01-27 15:46:00,3,4,Advance shipping,0
76648,Standard Class,2018-01-27 20:51:00,4,4,Shipping on time,0
75424,Standard Class,2018-01-11 00:02:00,5,4,Late delivery,1
76376,Standard Class,2018-01-21 21:33:00,2,4,Advance shipping,0
71725,Standard Class,2017-11-19 00:06:00,6,4,Late delivery,1
73504,Standard Class,2017-12-13 23:22:00,5,4,Late delivery,1
75454,Standard Class,2018-01-11 10:32:00,5,4,Late delivery,1
76533,Standard Class,2018-01-26 04:34:00,4,4,Shipping on time,0
38040,Standard Class,2016-07-15 06:45:00,6,4,Late delivery,1
40311,Standard Class,2016-08-13 10:23:00,2,4,Advance shipping,0
46612,Standard Class,2016-11-14 09:54:00,3,4,Advance shipping,0
31850,Standard Class,2016-04-15 22:07:00,6,4,Late delivery,1
36068,Standard Class,2016-06-14 11:52:00,4,4,Shipping on time,0
49032,Standard Class,2016-12-19 17:44:00,3,4,Advance shipping,0
32329,Standard Class,2016-04-21 21:56:00,5,4,Late delivery,1
38135,Standard Class,2016-07-16 16:02:00,6,4,Late delivery,1
40550,Standard Class,2016-08-20 22:07:00,6,4,Late delivery,1
32740,Standard Class,2016-04-28 21:55:00,6,4,Late delivery,1
35887,Standard Class,2016-06-10 20:27:00,3,4,Advance shipping,0
38959,Standard Class,2016-07-27 16:43:00,5,4,Late delivery,1
35934,Standard Class,2016-06-13 12:55:00,5,4,Late delivery,1
39777,Standard Class,2016-08-06 15:18:00,3,4,Advance shipping,0
36167,Standard Class,2016-06-14 22:33:00,3,4,Advance shipping,0
38415,Standard Class,2016-07-20 18:08:00,6,4,Late delivery,1
32674,Standard Class,2016-04-26 22:48:00,5,4,Late delivery,1
36046,Standard Class,2016-06-12 04:10:00,2,4,Advance shipping,0
49103,Standard Class,2016-12-21 18:37:00,4,4,Shipping on time,0
34186,Standard Class,2016-05-16 00:31:00,2,4,Advance shipping,0
48405,Standard Class,2016-12-13 14:04:00,6,4,Late delivery,1
40678,Standard Class,2016-08-20 18:57:00,4,4,Shipping on time,0
37609,Standard Class,2016-07-07 23:45:00,5,4,Late delivery,1
40115,Standard Class,2016-08-14 13:43:00,6,4,Late delivery,1
32084,Standard Class,2016-04-18 08:06:00,5,4,Late delivery,1
36870,Standard Class,2016-06-28 04:51:00,6,4,Late delivery,1
36134,Standard Class,2016-06-16 10:59:00,5,4,Late delivery,1
33598,Standard Class,2016-05-09 10:31:00,4,4,Shipping on time,0
33419,Standard Class,2016-05-07 19:48:00,5,4,Late delivery,1
31322,Standard Class,2016-04-05 05:08:00,3,4,Advance shipping,0
34897,Standard Class,2016-05-27 09:37:00,3,4,Advance shipping,0
38848,Standard Class,2016-07-25 01:50:00,4,4,Shipping on time,0
34253,Standard Class,2016-05-19 00:00:00,4,4,Shipping on time,0
34744,Standard Class,2016-05-27 04:01:00,5,4,Late delivery,1
35195,Standard Class,2016-06-03 18:01:00,6,4,Late delivery,1
39406,Standard Class,2016-07-31 05:19:00,2,4,Advance shipping,0
41222,Standard Class,2016-08-27 17:33:00,3,4,Advance shipping,0
36169,Standard Class,2016-06-16 23:15:00,5,4,Late delivery,1
37977,Standard Class,2016-07-11 08:41:00,3,4,Advance shipping,0
37129,Standard Class,2016-06-30 23:35:00,5,4,Late delivery,1
36063,Standard Class,2016-06-14 10:07:00,4,4,Shipping on time,0
41172,Standard Class,2016-08-27 00:02:00,3,4,Advance shipping,0
37080,Standard Class,2016-07-01 06:25:00,6,4,Late delivery,1
35545,Standard Class,2016-06-08 20:38:00,6,4,Late delivery,1
43844,Standard Class,2016-10-07 00:09:00,5,4,Late delivery,1
43979,Standard Class,2016-10-08 23:27:00,5,4,Late delivery,1
50993,Standard Class,2017-01-18 08:46:00,4,4,Shipping on time,0
18468,Standard Class,2015-10-01 13:48:00,4,4,Shipping on time,0
18450,Standard Class,2015-10-03 07:30:00,6,4,Late delivery,1
17602,Standard Class,2015-09-17 22:24:00,3,4,Advance shipping,0
63521,Standard Class,2017-07-18 05:53:00,2,4,Advance shipping,0
62165,Standard Class,2017-07-02 10:49:00,6,4,Late delivery,1
62389,Standard Class,2017-07-04 17:17:00,5,4,Late delivery,1
19975,Standard Class,2015-10-25 13:46:00,6,4,Late delivery,1
15407,Standard Class,2015-08-16 21:24:00,3,4,Advance shipping,0
13611,Standard Class,2015-07-20 16:11:00,2,4,Advance shipping,0
3139,Standard Class,2015-02-20 19:22:00,5,4,Late delivery,1
57043,Standard Class,2017-04-16 16:21:00,4,4,Shipping on time,0
1067,Standard Class,2015-01-19 13:28:00,3,4,Advance shipping,0
55502,Standard Class,2017-03-24 04:28:00,3,4,Advance shipping,0
5915,Standard Class,2015-04-03 07:56:00,6,4,Late delivery,1
947,Standard Class,2015-01-17 19:25:00,3,4,Advance shipping,0
53007,Standard Class,2017-02-15 18:21:00,3,4,Advance shipping,0
60160,Standard Class,2017-06-03 04:22:00,6,4,Late delivery,1
4,Standard Class,2015-01-06 01:03:00,5,4,Late delivery,1
22227,Standard Class,2015-11-24 10:45:00,3,4,Advance shipping,0
26514,Standard Class,2016-01-28 00:41:00,5,4,Late delivery,1
26412,Standard Class,2016-01-24 12:56:00,3,4,Advance shipping,0
29249,Standard Class,2016-03-07 22:52:00,5,4,Late delivery,1
26974,Standard Class,2016-02-03 17:50:00,5,4,Late delivery,1
22806,Standard Class,2015-12-01 21:36:00,2,4,Advance shipping,0
39801,Standard Class,2016-08-05 23:42:00,2,4,Advance shipping,0
65692,Same Day,2017-08-17 10:29:00,1,0,Late delivery,1
4042,Same Day,2015-03-01 11:44:00,1,0,Late delivery,1
4932,Same Day,2015-03-14 11:32:00,1,0,Late delivery,1
24337,Same Day,2015-12-22 17:59:00,0,0,Shipping on time,0
25637,Same Day,2016-01-10 17:25:00,0,0,Shipping on time,0
30259,Same Day,2016-03-18 04:43:00,1,0,Late delivery,1
50647,Second Class,2017-01-12 07:32:00,3,2,Late delivery,1
46607,Second Class,2016-11-14 08:09:00,3,2,Late delivery,1
43012,Second Class,2016-09-22 20:40:00,3,2,Late delivery,1
47789,Second Class,2016-12-03 14:15:00,5,2,Late delivery,1
50598,Second Class,2017-01-12 14:22:00,4,2,Late delivery,1
45121,Second Class,2016-10-22 15:32:00,2,2,Shipping on time,0
48379,Second Class,2016-12-12 04:58:00,5,2,Late delivery,1
46323,Second Class,2016-11-11 04:39:00,4,2,Late delivery,1
42614,Second Class,2016-09-19 01:13:00,5,2,Late delivery,1
48837,Second Class,2016-12-16 21:25:00,3,2,Late delivery,1
45853,Second Class,2016-11-04 07:59:00,4,2,Late delivery,1
50936,Second Class,2017-01-15 12:47:00,2,2,Shipping on time,0
49061,Second Class,2016-12-19 03:54:00,2,2,Shipping on time,0
49468,Second Class,2016-12-27 02:29:00,4,2,Late delivery,1
46606,Second Class,2016-11-13 07:48:00,2,2,Shipping on time,0
49993,Second Class,2017-01-03 18:25:00,4,2,Late delivery,1
43752,Second Class,2016-10-03 15:55:00,3,2,Late delivery,1
50515,Second Class,2017-01-13 09:18:00,6,2,Late delivery,1
44304,Second Class,2016-10-13 17:18:00,5,2,Late delivery,1
43906,Second Class,2016-10-04 21:52:00,2,2,Shipping on time,0
50056,Second Class,2017-01-02 16:29:00,2,2,Shipping on time,0
47577,Second Class,2016-11-28 11:59:00,3,2,Late delivery,1
43311,Second Class,2016-09-26 05:25:00,2,2,Shipping on time,0
49849,Second Class,2017-01-02 15:58:00,5,2,Late delivery,1
49029,Second Class,2016-12-21 16:41:00,5,2,Late delivery,1
49642,Second Class,2016-12-28 15:27:00,3,2,Late delivery,1
43751,Second Class,2016-10-02 15:34:00,2,2,Shipping on time,0
43350,Second Class,2016-09-30 19:05:00,6,2,Late delivery,1
44853,Second Class,2016-10-20 17:39:00,4,2,Late delivery,1
45509,Second Class,2016-10-31 07:28:00,5,2,Late delivery,1
46685,Second Class,2016-11-18 11:29:00,6,2,Late delivery,1
47033,Second Class,2016-11-21 13:24:00,4,2,Late delivery,1
41663,Second Class,2016-09-04 04:03:00,4,2,Late delivery,1
50352,Second Class,2017-01-08 00:11:00,3,2,Late delivery,1
50124,Second Class,2017-01-06 16:19:00,5,2,Late delivery,1
41487,Second Class,2016-08-31 14:23:00,3,2,Late delivery,1
46981,Second Class,2016-11-18 19:11:00,2,2,Shipping on time,0
44415,Second Class,2016-10-16 08:12:00,6,2,Late delivery,1
46113,Second Class,2016-11-08 03:05:00,4,2,Late delivery,1
48605,Second Class,2016-12-16 12:08:00,6,2,Late delivery,1
42477,Second Class,2016-09-15 01:14:00,3,2,Late delivery,1
47500,Second Class,2016-11-30 09:00:00,6,2,Late delivery,1
46324,Second Class,2016-11-12 05:00:00,5,2,Late delivery,1
45053,Second Class,2016-10-23 15:43:00,4,2,Late delivery,1
46326,Second Class,2016-11-09 05:42:00,2,2,Shipping on time,0
49715,Second Class,2017-01-01 17:01:00,6,2,Late delivery,1
50129,Second Class,2017-01-06 18:04:00,5,2,Late delivery,1
50972,Second Class,2017-01-17 01:24:00,3,2,Late delivery,1
43909,Second Class,2016-10-07 22:55:00,5,2,Late delivery,1
43327,Second Class,2016-09-27 11:01:00,3,2,Late delivery,1
71113,Second Class,2017-11-08 01:42:00,4,2,Late delivery,1
71004,Second Class,2017-11-07 11:30:00,5,2,Late delivery,1
69541,Second Class,2017-10-14 02:57:00,2,2,Shipping on time,0
71076,Second Class,2017-11-05 12:44:00,2,2,Shipping on time,0
69630,Second Class,2017-10-19 10:08:00,6,2,Late delivery,1
71074,Second Class,2017-11-08 12:02:00,5,2,Late delivery,1
69521,Second Class,2017-10-13 19:57:00,2,2,Shipping on time,0
69557,Second Class,2017-10-15 08:33:00,3,2,Late delivery,1
70611,Second Class,2017-10-29 17:49:00,2,2,Shipping on time,0
71037,Second Class,2017-11-05 23:04:00,3,2,Late delivery,1
71001,Second Class,2017-11-04 10:27:00,2,2,Shipping on time,0
